title,release_date,budget,revenue,return,directores
The Sudden Wealth of the Poor People of Kombach,1971-04-14,0.0,0.0,0.0,Volker Schlöndorff
Bambou,2009-07-08,0.0,0.0,0.0,Didier Bourdon
Birdman,2014-08-27,18000000.0,103215094.0,5.734171888888889,Alejandro González Iñárritu
Lope,2010-09-03,0.0,0.0,0.0,Andrucha Waddington
Saving Grace B. Jones,2009-03-28,0.0,0.0,0.0,Connie Stevens
Sexual Chronicles of a French Family,2012-05-09,0.0,0.0,0.0,Pascal Arnold
Sexual Chronicles of a French Family,2012-05-09,0.0,0.0,0.0,Jean-Marc Barr
Bitter Creek,1954-02-21,0.0,0.0,0.0,Thomas Carr
Murder by Proxy,1954-03-19,0.0,0.0,0.0,Terence Fisher
Blackout,1985-07-28,0.0,0.0,0.0,Douglas Hickox
Blood Shed,2014-02-05,0.0,0.0,0.0,Patrick Hasson
Blood Shed,2014-02-05,0.0,0.0,0.0,Juan Carlos Saizarbitoria
Born Reckless,1937-07-09,0.0,0.0,0.0,Malcolm St. Clair
Born Reckless,1937-07-09,0.0,0.0,0.0,Gustav Machatý
"Tell Me That You Love Me, Junie Moon",1970-05-11,0.0,0.0,0.0,Otto Preminger
Play It As It Lays,1972-10-19,0.0,0.0,0.0,Frank Perry
17 Girls,2011-06-13,4141459.0,201607.0,0.0486801873446048,Muriel Coulin
17 Girls,2011-06-13,4141459.0,201607.0,0.0486801873446048,Delphine Coulin
Crawlspace,2013-01-03,0.0,0.0,0.0,Josh Stolberg
Broadway Idiot,2013-10-18,0.0,0.0,0.0,Doug Hamilton
Broken Kingdom,2012-10-02,0.0,0.0,0.0,Daniel Gillies
Brooklyn Babylon,2001-08-16,0.0,0.0,0.0,Marc Levin
The Dirties,2013-10-04,0.0,0.0,0.0,Matt Johnson
The Mind of Mr. Soames,1970-07-01,0.0,0.0,0.0,Alan Cooke
Mrs. Pollifax: Spy,1971-05-21,0.0,0.0,0.0,Leslie H. Martinson
Snapshot,1979-06-01,0.0,0.0,0.0,Simon Wincer
Brainstorm,1965-05-05,0.0,0.0,0.0,William Conrad
Money as Debt,2006-01-01,0.0,0.0,0.0,
Beginning of an Unknown Era,1967-12-31,0.0,0.0,0.0,Andrey Smirnov
Beginning of an Unknown Era,1967-12-31,0.0,0.0,0.0,Larisa Shepitko
Norman... Is That You?,1976-09-29,0.0,0.0,0.0,George Schlatter
I See a Dark Stranger,1946-07-04,0.0,0.0,0.0,Frank Launder
Brooklyn Dodgers: The Ghosts of Flatbush,2007-07-11,0.0,0.0,0.0,
Brother,2010-07-02,0.0,0.0,0.0,Marcel Rasquin
For No Good Reason,2012-10-12,0.0,0.0,0.0,Charlie Paul
Haunt,2014-02-19,0.0,0.0,0.0,Mac Carter
Doc of the Dead,2014-06-14,0.0,0.0,0.0,Alexandre O. Philippe
I Do,2013-05-31,0.0,0.0,0.0,Glenn Gaylord
The Legend of the 7 Golden Vampires,1974-07-11,0.0,0.0,0.0,Chang Cheh
The Legend of the 7 Golden Vampires,1974-07-11,0.0,0.0,0.0,Roy Ward Baker
Coming Home,2014-05-16,0.0,0.0,0.0,Zhang Yimou
Boyhood,2014-06-05,4000000.0,44349000.0,11.08725,Richard Linklater
The Trials of Cate McCall,2013-11-28,7000000.0,0.0,0.0,Karen Moncrieff
Tillbaka till Bromma,2014-02-19,0.0,0.0,0.0,Martin Persson
Saints and Soldiers: Airborne Creed,2012-08-17,0.0,0.0,0.0,Ryan Little
Tall Story,1960-04-06,0.0,0.0,0.0,Joshua Logan
Think Like a Man Too,2014-06-20,24000000.0,70181428.0,2.9242261666666667,Tim Story
Thin Ice,1937-09-03,0.0,0.0,0.0,Sidney Lanfield
The Pool Boys,2011-09-30,0.0,0.0,0.0,J.B. Rogers
Jersey Boys,2014-06-05,40000000.0,67347013.0,1.683675325,Clint Eastwood
The Corridor,2012-03-30,0.0,0.0,0.0,Evan Kelly
Nick Fury: Agent of S.H.I.E.L.D.,1998-05-26,0.0,0.0,0.0,Rod Hardy
The Pirates of Blood River,1962-07-31,0.0,0.0,0.0,John Gilling
Bitch Hug,2012-10-19,0.0,0.0,0.0,Andreas Öhman
Caprice,1967-04-18,0.0,0.0,0.0,Frank Tashlin
The Internet's Own Boy: The Story of Aaron Swartz,2014-06-27,0.0,48911.0,0.0,Brian Knappenberger
Anita,2013-03-25,0.0,0.0,0.0,Freida Lee Mock
8 Days to Premiere,2008-01-25,0.0,0.0,0.0,Perttu Leppä
A Mother's Courage,2009-01-01,0.0,0.0,0.0,Friðrik Þór Friðriksson
112 Weddings,2014-06-13,0.0,0.0,0.0,Doug Block
A Fine Pair,1968-09-27,0.0,0.0,0.0,Francesco Maselli
A Kid for Two Farthings,1956-01-20,0.0,0.0,0.0,Carol Reed
A Woman's Secret,1949-03-05,0.0,0.0,0.0,Nicholas Ray
The Deadly Trap,1971-06-09,0.0,0.0,0.0,René Clément
Transformers: Age of Extinction,2014-06-25,210000000.0,1091405097.0,5.1971671285714285,Michael Bay
Metalhead,2013-10-11,0.0,0.0,0.0,Ragnar Bragason
Russian Roulette,1975-08-20,1250000.0,0.0,0.0,Lou Lombardo
Attack of the 50 Ft. Woman,1993-12-11,0.0,0.0,0.0,Christopher Guest
August,2011-06-09,0.0,0.0,0.0,Eldar Rapaport
Our Man In Marrakesh,1966-07-22,0.0,0.0,0.0,Don Sharp
Belle Starr,1941-09-12,0.0,0.0,0.0,Irving Cummings
Belle Starr,1980-03-31,0.0,0.0,0.0,John A. Alonzo
Finding Vivian Maier,2014-03-28,0.0,1503616.0,0.0,John Maloof
Finding Vivian Maier,2014-03-28,0.0,1503616.0,0.0,Charlie Siskel
Jack Strong,2014-02-07,3335702.0,0.0,0.0,Władysław Pasikowski
Jennifer,1978-05-13,0.0,0.0,0.0,Brice Mack
Perfect Sisters,2014-04-08,0.0,0.0,0.0,Stanley M. Brooks
Belly 2: Millionaire Boyz Club,2008-08-12,0.0,0.0,0.0,Ivan Frank
Beware of Pity,1946-07-22,0.0,0.0,0.0,Maurice Elvey
Frank,2014-05-02,0.0,645186.0,0.0,Lenny Abrahamson
I Belong,2012-09-14,0.0,0.0,0.0,Dag Johan Haugerud
Mama's Boy,2007-12-14,0.0,0.0,0.0,Tim Hamilton
Sound of Redemption: The Frank Morgan Story,2016-07-15,0.0,0.0,0.0,N.C. Heikin
In Bloom,2013-02-10,0.0,0.0,0.0,Simon Groß
In Bloom,2013-02-10,0.0,0.0,0.0,Nana Ekvtimishvili
Very Good Girls,2013-01-22,0.0,0.0,0.0,Naomi Foner Gyllenhaal
Joe's Palace,2007-11-04,0.0,0.0,0.0,Stephen Poliakoff
Day of the Animals,1977-05-13,1200000.0,0.0,0.0,William Girdler
Savage Beasts,1984-01-11,0.0,0.0,0.0,Franco Prosperi
Happy Birthday to a Beautiful Woman,2012-09-08,0.0,0.0,0.0,Mickalene Thomas
They Came Together,2014-06-27,0.0,0.0,0.0,David Wain
Questioning Darwin,2014-02-10,0.0,0.0,0.0,Antony Thomas
Honey,2013-05-01,0.0,0.0,0.0,Valeria Golino
The Son-Daughter,1932-12-23,0.0,0.0,0.0,Clarence Brown
Planes: Fire & Rescue,2014-07-17,50000000.0,151165787.0,3.02331574,Roberts Gannaway
Black Gunn,1972-12-20,0.0,0.0,0.0,Robert Hartford-Davis
"Shoot First, Die Later",1974-07-12,0.0,0.0,0.0,Fernando Di Leo
"So Evil, So Young",1963-01-01,0.0,0.0,0.0,Godfrey Grayson
Elaine Stritch: Shoot Me,2013-04-09,0.0,0.0,0.0,Chiemi Karasawa
Wild Oranges,1924-01-20,0.0,0.0,0.0,King Vidor
Stuart: A Life Backwards,2007-09-23,0.0,0.0,0.0,David Attwood
The Mortician,2011-02-15,0.0,0.0,0.0,Gareth Maxwell Roberts
Not Another Not Another Movie,2011-10-17,4.0,0.0,0.0,David Murphy
Mrs. Brown's Boys D'Movie,2014-06-27,5900000.0,23000000.0,3.8983050847457625,Ben Kellett
Sunburn,1979-08-10,0.0,0.0,0.0,Richard C. Sarafian
Francis,1950-01-01,0.0,0.0,0.0,Arthur Lubin
The Gunfighter,2014-03-21,0.0,0.0,0.0,Eric Kissack
Let the Fire Burn,2013-10-02,0.0,0.0,0.0,Jason Osder
Tammy,2014-07-02,20000000.0,100525432.0,5.0262716,Ben Falcone
Kabhi Haan Kabhi Naa,1993-01-01,0.0,0.0,0.0,Kundan Shah
Radio Free Albemuth,2010-01-01,3600000.0,0.0,0.0,John Alan Simon
The Friends,1971-09-07,0.0,0.0,0.0,Gérard Blain
Le pélican,1974-02-06,0.0,0.0,0.0,Gérard Blain
Colorful,2010-08-21,0.0,0.0,0.0,Keiichi Hara
The Babadook,2014-05-22,2000000.0,6676471.0,3.3382355,Jennifer Kent
Mystery on Monster Island,1981-04-03,0.0,0.0,0.0,Juan Piquer Simón
Killer Legends,2014-07-01,0.0,0.0,0.0,Joshua Zeman
Killer Legends,2014-07-01,0.0,0.0,0.0,Rachel Mills
Black Moon,1934-06-15,0.0,0.0,0.0,Roy William Neill
Blue,2002-09-09,0.0,0.0,0.0,Hiroshi Ando
Blue,2003-02-07,0.0,0.0,0.0,Jeong-Kuk Lee
Brother Rat,1938-10-29,0.0,0.0,0.0,William Keighley
White God,2014-06-12,2200000.0,282358.0,0.1283445454545454,Kornél Mundruczó
Whiplash,2014-10-10,3300000.0,13092000.0,3.9672727272727273,Damien Chazelle
Luther,1974-01-21,0.0,0.0,0.0,Guy Green
Gone Girl,2014-10-01,61000000.0,369330363.0,6.054596114754099,David Fincher
Brother's Justice,2010-10-22,0.0,0.0,0.0,David Palmer
Brother's Justice,2010-10-22,0.0,0.0,0.0,Dax Shepard
Willie and Phil,1980-08-15,0.0,0.0,0.0,Paul Mazursky
The Angriest Man in Brooklyn,2014-05-23,0.0,0.0,0.0,Phil Alden Robinson
Life Itself,2014-07-04,0.0,0.0,0.0,Steve James
Brothers,2011-03-18,0.0,0.0,0.0,Mika Kaurismäki
Ride the Divide,2010-04-15,0.0,0.0,0.0,Hunter Weeks
Finding Fela,2014-08-01,0.0,0.0,0.0,Alex Gibney
Duplicate,1998-05-08,0.0,0.0,0.0,Mahesh Bhatt
Missing William,2014-03-07,0.0,0.0,0.0,Kenn MacRae
Favor,2013-04-05,0.0,0.0,0.0,Paul Osborne
Dogs,1976-11-11,0.0,0.0,0.0,Burt Brinckerhoff
A mí las mujeres ni fu ni fa,1971-07-01,0.0,0.0,0.0,Mariano Ozores
The Sunfish,2014-01-27,0.0,0.0,0.0,Søren Balle
Eye of the Cat,1969-06-18,0.0,0.0,0.0,David Lowell Rich
Massacre in Dinosaur Valley,1985-01-01,0.0,0.0,0.0,Michele Massimo Tarantini
Chronicle of a Disappearance,1996-01-01,0.0,0.0,0.0,Elia Suleiman
Dawn of the Planet of the Apes,2014-06-26,170000000.0,710644566.0,4.180262152941176,Matt Reeves
The Great Magician,2011-12-22,15000000.0,0.0,0.0,Derek Yee Tung-Sing
The Ultimate Warrior,1975-01-01,0.0,0.0,0.0,Robert Clouse
Ra.One,2011-10-24,0.0,0.0,0.0,Anubhav Sinha
Gun Woman,2014-02-28,0.0,0.0,0.0,Kurando Mitsutake
A Child in the Crowd,1976-06-04,0.0,0.0,0.0,Gérard Blain
Le Rebelle,1980-11-12,0.0,0.0,0.0,Gérard Blain
Watercolors,2008-06-07,0.0,0.0,0.0,David Oliveras
The Battered Bastards of Baseball,2014-01-20,0.0,0.0,0.0,Maclain Way
The Battered Bastards of Baseball,2014-01-20,0.0,0.0,0.0,Chapman Way
No One Lives,2013-03-09,2900000.0,74918.0,0.0258337931034482,Ryûhei Kitamura
Unraveled,2012-04-13,0.0,0.0,0.0,Marc H. Simon
Buckskin Frontier,1943-05-14,0.0,0.0,0.0,Lesley Selander
Budz House,2011-10-25,0.0,0.0,0.0,Cameron Casey
Bullet,2014-02-25,3000000.0,0.0,0.0,Nick Lyon
Bullet for a Badman,1964-09-01,0.0,0.0,0.0,R.G. Springsteen
Bulletproof Salesman,2008-03-10,0.0,0.0,0.0,Petra Epperlein
Bulletproof Salesman,2008-03-10,0.0,0.0,0.0,Michael Tucker
Miss Violence,2013-09-09,0.0,0.0,0.0,Alexandros Avranas
A Dispatch from Reuter's,1940-10-19,0.0,0.0,0.0,William Dieterle
Bachelor Flat,1962-01-12,0.0,0.0,0.0,Frank Tashlin
The Beast with a Million Eyes,1958-06-15,23000.0,0.0,0.0,David Kramarsky
The Beast with a Million Eyes,1958-06-15,23000.0,0.0,0.0,Roger Corman
The Strange One,1957-04-12,0.0,0.0,0.0,Jack Garfein
Pierre et Djemila,1987-06-02,0.0,0.0,0.0,Gérard Blain
Summer School,1978-05-01,0.0,0.0,0.0,Bethel Buckalew
Billy Two Hats,1974-03-20,0.0,0.0,0.0,Ted Kotcheff
Buffalo Bill,1943-12-31,0.0,0.0,0.0,William A. Wellman
Deliver Us from Evil,2014-07-01,30000000.0,0.0,0.0,Scott Derrickson
If I Were You,2013-03-15,0.0,0.0,0.0,Joan Carr-Wiggin
The Saratov Approach,2013-10-09,0.0,0.0,0.0,Garrett Batty
Jonestown: Paradise Lost,2007-01-15,0.0,0.0,0.0,Tim Wolochatiuk
Charlie's Country,2013-10-12,0.0,0.0,0.0,Rolf de Heer
Finding Normal,2013-05-18,0.0,0.0,0.0,Brian Herzlinger
Margaret Thatcher: The Long Walk to Finchley,2008-01-01,500.0,0.0,0.0,Niall MacCormick
And So It Goes,2014-07-20,18000000.0,25312387.0,1.4062437222222222,Rob Reiner
Ju-on: The Beginning of the End,2014-06-28,0.0,0.0,0.0,Masayuki Ochiai
Torment,2013-10-11,0.0,0.0,0.0,Jordan Barker
Healing,2014-04-03,0.0,0.0,0.0,Craig Monahan
Hellphone,2007-03-28,0.0,0.0,0.0,James Huth
Premature,2014-07-02,0.0,0.0,0.0,Dan Beers
The Brain,1988-11-03,0.0,0.0,0.0,Ed Hunt
The Severed Arm,1973-01-01,0.0,0.0,0.0,Thomas S. Alderman
Bloodline,2011-12-09,700000.0,0.0,0.0,Edo Tagliavini
Unrated II: Scary as Hell,2011-02-26,15000.0,0.0,0.0,Timo Rose
Unrated II: Scary as Hell,2011-02-26,15000.0,0.0,0.0,Andreas Schnaas
Air Panic,2002-01-22,0.0,0.0,0.0,Bob Misiorowski
Darkest Night,2012-10-20,0.0,0.0,0.0,Noel Tan
Bluebeard,1936-12-31,0.0,0.0,0.0,Jean Painlevé
Sex Tape,2014-07-17,40000000.0,126069509.0,3.151737725,Jake Kasdan
Going Down in La-La Land,2011-05-01,0.0,0.0,0.0,Casper Andreas
Operation Ganymed,1977-11-05,0.0,0.0,0.0,Rainer Erler
Pinball Summer,1980-06-27,0.0,0.0,0.0,George Mihalka
Ride Beyond Vengeance,1966-05-09,0.0,0.0,0.0,Bernard McEveety
EMR,2004-01-01,150000.0,0.0,0.0,Danny McCullough
EMR,2004-01-01,150000.0,0.0,0.0,James Erskine
I Origins,2014-07-18,0.0,336472.0,0.0,Mike Cahill
Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,2006-10-01,0.0,0.0,0.0,Hideaki Anno
The Front Line,2011-07-20,10000000.0,0.0,0.0,Jang Hoon
Wrestling For Jesus: The Tale of T-Money,2011-01-01,0.0,0.0,0.0,Nathan Clarke
One Man Up,2001-08-31,0.0,0.0,0.0,Paolo Sorrentino
The Purge: Anarchy,2014-07-17,9000000.0,108782847.0,12.086983,James DeMonaco
Bullets For O'Hara,1941-07-19,0.0,0.0,0.0,William K. Howard
Bundle of Joy,1956-12-12,0.0,0.0,0.0,Norman Taurog
Bush Christmas,1947-07-28,0.0,0.0,0.0,Ralph Smart
Words and Pictures,2013-09-06,0.0,3346257.0,0.0,Fred Schepisi
Guardians of the Galaxy,2014-07-30,170000000.0,773328629.0,4.548991935294118,James Gunn
The Ghost Goes West,1935-12-17,0.0,0.0,0.0,René Clair
The Nazi Officer's Wife,2003-03-30,0.0,0.0,0.0,Liz Garbus
10.5,2004-05-02,20000000.0,0.0,0.0,John Lafia
The Strange Color of Your Body's Tears,2013-08-12,0.0,7182.0,0.0,Hélène Cattet
The Strange Color of Your Body's Tears,2013-08-12,0.0,7182.0,0.0,Bruno Forzani
The Signal,2014-03-15,4000000.0,600896.0,0.150224,William Eubank
The Ballroom,2007-11-25,0.0,0.0,0.0,Laís Bodanzky
Busses Roar,1942-08-18,0.0,0.0,0.0,D. Ross Lederman
But Not For Me,1959-08-19,0.0,0.0,0.0,Walter Lang
Butcher Boys,2013-09-06,0.0,0.0,0.0,Duane Graves
Butcher Boys,2013-09-06,0.0,0.0,0.0,Justin Meeks
By Dawn's Early Light,2001-04-15,0.0,0.0,0.0,Arthur Allan Seidelman
Jimmy's Hall,2014-05-30,0.0,2606000.0,0.0,Ken Loach
Super Hero Party Clown,2012-09-25,0.0,0.0,0.0,Jeremy M. Inman
Willow Creek,2013-05-02,0.0,0.0,0.0,Bobcat Goldthwait
The Expendables 3,2014-08-04,90000000.0,206172544.0,2.2908060444444445,Patrick Hughes
Gunday,2014-02-14,0.0,0.0,0.0,Ali Zafar
Goliyon Ki Raasleela Ram-Leela,2013-11-15,0.0,32000000.0,0.0,Sanjay Leela Bhansali
Ek Villain,2014-06-27,0.0,0.0,0.0,Mohit Suri
Kites,2010-05-21,0.0,0.0,0.0,Anurag Basu
Hercules,2014-07-23,100000000.0,243400000.0,2.434,Brett Ratner
Monty Python Live (Mostly),2014-07-20,0.0,0.0,0.0,Aubrey Powell
Monty Python Live (Mostly),2014-07-20,0.0,0.0,0.0,Eric Idle
Once My Mother,2014-07-24,0.0,0.0,0.0,Sophia Turkiewicz
Blood in the Mobile,2010-11-29,0.0,0.0,0.0,Frank Piasechi Poulsen
Hide Your Smiling Faces,2014-03-25,0.0,0.0,0.0,Daniel Patrick Carbone
Paradise: Hope,2013-02-08,0.0,6701.0,0.0,Ulrich Seidl
Villa Amalia,2009-04-08,0.0,0.0,0.0,Benoît Jacquot
The Detective,2007-09-25,0.0,0.0,0.0,Oxide Pang Chun
A Most Wanted Man,2014-07-25,15000000.0,31554855.0,2.103657,Anton Corbijn
Sky Murder,1940-09-27,0.0,0.0,0.0,George B. Seitz
Molly Maxwell,2013-01-06,0.0,0.0,0.0,Sara St. Onge
Wish I Was Here,2014-01-18,5500000.0,5483299.0,0.9969634545454544,Zach Braff
Sandakan No. 8,1974-11-02,0.0,0.0,0.0,Kei Kumai
Sex in Chains,1928-10-24,0.0,0.0,0.0,William Dieterle
Valley of the Dragons,1961-10-31,0.0,0.0,0.0,Edward Bernds
Coney Island,1917-10-29,0.0,0.0,0.0,Roscoe 'Fatty' Arbuckle
Never Weaken,1921-10-22,0.0,0.0,0.0,Fred C. Newmeyer
Go for Sisters,2013-11-08,0.0,0.0,0.0,John Sayles
Playing with Love,1977-05-17,0.0,0.0,0.0,Pier Giuseppe Murgia
C.O.G.,2013-09-20,0.0,0.0,0.0,Kyle Patrick Alvarez
C'mon Man,2012-06-26,0.0,0.0,0.0,Kenny Young
Julius Caesar,2002-12-27,0.0,0.0,0.0,Uli Edel
Cafe,2011-10-11,0.0,0.0,0.0,Marc Erlbaum
Café Metropole,1937-05-07,0.0,0.0,0.0,Edward H. Griffith
The Wrath of Cain,2010-11-16,0.0,0.0,0.0,Ryan Combs
Lust for Love,2014-02-07,0.0,0.0,0.0,Anton King
The Pursuit of Unhappiness,2012-11-29,0.0,0.0,0.0,Sherry Hormann
Ella y el miedo,1964-06-17,0.0,0.0,0.0,León Klimovsky
Sorrow and Joy,2013-09-25,0.0,0.0,0.0,Nils Malmros
Fugitives,2000-10-06,0.0,0.0,0.0,Miguel Hermoso
Family United,2013-09-13,0.0,0.0,0.0,Daniel Sánchez Arévalo
California Conquest,1952-07-04,0.0,0.0,0.0,Lew Landers
Call Me Bwana,1963-06-14,0.0,0.0,0.0,Gordon Douglas
Two Tars,1928-11-03,0.0,0.0,0.0,James Parrott
The Visitor,1979-03-22,800000.0,0.0,0.0,Giulio Paradisi
The Unholy Wife,1957-06-24,0.0,0.0,0.0,John Farrow
The Keeper,2004-05-14,4000000.0,0.0,0.0,Paul Lynch
Rasmus and the Vagabond,1981-12-12,0.0,0.0,0.0,Olle Hellbom
The Stag,2013-09-10,600000.0,0.0,0.0,John Butler
Finding Bliss,2009-01-01,0.0,0.0,0.0,Julie Davis
Gracie's Choice,2004-01-12,0.0,0.0,0.0,Peter Werner
Father and Guns,2009-07-08,0.0,0.0,0.0,Émile Gaudreault
Loser Takes All!,2004-06-23,0.0,0.0,0.0,Laurent Bénégui
Boogie,2009-10-22,0.0,0.0,0.0,Gustavo Cova
Tables Turned on the Gardener,1895-12-27,0.0,0.0,0.0,Louis Lumière
Call of the Wild,2009-06-12,0.0,270210.0,0.0,Richard Gabai
Hellion,2014-06-13,0.0,0.0,0.0,Kat Candler
The Trip to Italy,2014-04-24,0.0,0.0,0.0,Michael Winterbottom
Food,1993-01-01,0.0,0.0,0.0,Jan Švankmajer
For a Woman,2013-07-03,0.0,0.0,0.0,Diane Kurys
Earth to Echo,2014-06-14,13000000.0,45300000.0,3.4846153846153847,Dave Green
Two Lives,2012-10-19,0.0,0.0,0.0,Georg Maas
Largo Winch II,2011-02-16,21169000.0,0.0,0.0,Jérôme Salle
Westfront 1918,1930-05-23,0.0,0.0,0.0,G.W. Pabst
Maidentrip,2014-01-17,0.0,0.0,0.0,Jillian Schlesinger
Kidnapped for Christ,2014-04-09,0.0,0.0,0.0,Kate Logan
8-Ball,2013-02-22,0.0,0.0,0.0,Aku Louhimies
Maata meren alla,2009-01-23,0.0,0.0,0.0,
Step Up All In,2014-07-16,45000000.0,86165646.0,1.914792133333333,Trish Sie
The Mystery of the 13th Guest,1943-11-05,0.0,0.0,0.0,William Beaudine
Invasion of the Star Creatures,1962-05-03,0.0,0.0,0.0,Bruno VeSota
Gog,1954-06-04,250000.0,0.0,0.0,Herbert L. Strock
Video Games: The Movie,2014-07-18,0.0,0.0,0.0,Jeremy Snead
The Girl Who Talked to Dolphins,2014-06-17,0.0,0.0,0.0,Christopher Riley
Val Lewton: The Man in the Shadows,2007-09-02,0.0,0.0,0.0,Kent Jones
Return to Life,1937-12-31,0.0,0.0,0.0,Henri Cartier-Bresson
Return to Life,1937-12-31,0.0,0.0,0.0,Herbert Kline
Sharktopus vs Pteracuda,2014-08-02,0.0,0.0,0.0,Kevin O'Neill
The Key,1934-06-09,0.0,0.0,0.0,Michael Curtiz
A Day's Pleasure,1919-12-15,0.0,0.0,0.0,Charlie Chaplin
America 3000,1986-04-08,2000000.0,0.0,0.0,David Engelbach
An Eye for an Eye,1957-09-13,0.0,0.0,0.0,André Cayatte
Andy Hardy's Blonde Trouble,1944-05-04,0.0,0.0,0.0,George B. Seitz
Sexual Life,2005-01-05,0.0,0.0,0.0,Ken Kwapis
Life After Beth,2014-08-15,2400000.0,88273.0,0.0367804166666666,Jeff Baena
Lowlands,1954-02-11,8500000.0,0.0,0.0,Leni Riefenstahl
Around June,2011-09-30,0.0,0.0,0.0,James Savoca
C.C. and Company,1970-10-14,0.0,0.0,0.0,Seymour Robbie
Felony,2014-08-28,0.0,0.0,0.0,Matthew Saville
The Rover,2014-05-18,12250000.0,2295423.0,0.1873814693877551,David Michôd
Slaying the Badger,2014-07-22,0.0,0.0,0.0,John Dower
Shark!,1969-10-08,0.0,0.0,0.0,Samuel Fuller
The Italian,2010-07-07,0.0,0.0,0.0,Olivier Baroux
Get on Up,2014-08-01,0.0,31911598.0,0.0,Tate Taylor
The Last Mogul,2005-06-24,0.0,0.0,0.0,Barry Avrich
1,2013-09-30,0.0,0.0,0.0,Paul Crowder
The Suspect,2013-12-24,0.0,0.0,0.0,Won Shin-Yeon
Space Milkshake,2012-10-26,0.0,0.0,0.0,Armen Evrensel
The Dog,2013-09-07,0.0,0.0,0.0,François Keraudren
The Dog,2013-09-07,0.0,0.0,0.0,Allison Berg
A Fool There Was,1915-01-12,0.0,0.0,0.0,Frank Powell
Magic in the Moonlight,2014-07-25,16800000.0,51029361.0,3.0374619642857144,Woody Allen
Impudent Girl,1985-12-11,0.0,0.0,0.0,Claude Miller
Our Fathers,2005-05-11,0.0,0.0,0.0,Dan Curtis
Pucked,2006-01-01,0.0,0.0,0.0,Arthur Hiller
The Thirty Nine Steps,1978-11-04,0.0,0.0,0.0,Don Sharp
Abby,1974-12-25,0.0,0.0,0.0,William Girdler
And While We Were Here,2013-09-13,0.0,0.0,0.0,Kat Coiro
Winter Sleep,2014-06-13,0.0,0.0,0.0,Nuri Bilge Ceylan
When I Walk,2013-01-21,0.0,0.0,0.0,Jason DaSilva
What! No Beer?,1933-02-10,0.0,0.0,0.0,Edward Sedgwick
In Order of Disappearance,2014-02-21,4161012.0,0.0,0.0,Hans Petter Moland
Housebound,2014-09-04,0.0,0.0,0.0,Gerard Johnstone
Zarafa,2012-01-25,10750000.0,0.0,0.0,Jean-Christophe Lie
Zarafa,2012-01-25,10750000.0,0.0,0.0,Rémi Bezançon
Le Nouveau Jean-Claude,2002-06-26,0.0,0.0,0.0,Didier Tronchet
Screamtime,1983-01-01,0.0,0.0,0.0,Stanley A. Long
Screamtime,1983-01-01,0.0,0.0,0.0,Michael Armstrong
Very Happy Alexander,1968-02-09,0.0,0.0,0.0,Yves Robert
The Hundred-Foot Journey,2014-08-06,22000000.0,88880821.0,4.0400373181818185,Lasse Hallström
Batman: Assault on Arkham,2014-08-12,0.0,4571025.0,0.0,Ethan Spaulding
Batman: Assault on Arkham,2014-08-12,0.0,4571025.0,0.0,Jay Oliva
White Frog,2012-03-07,0.0,0.0,0.0,Quentin Lee
Where the Trail Ends,2012-09-19,0.0,0.0,0.0,Jeremy Grant
A Bell for Adano,1945-06-21,0.0,0.0,0.0,Henry King
A Lady Without Passport,1950-08-03,0.0,0.0,0.0,Joseph H. Lewis
Ambush,1950-01-13,0.0,0.0,0.0,Sam Wood
Ambush,1973-01-05,0.0,0.0,0.0,Ho Meng-Hua
R100,2013-10-05,5500000.0,0.0,0.0,Hitoshi Matsumoto
Rituals,1977-07-21,0.0,0.0,0.0,Peter Carter
American Revolutionary: The Evolution of Grace Lee Boggs,2013-06-16,0.0,0.0,0.0,Grace Lee
The Dragon Missile,1976-04-24,0.0,0.0,0.0,Ho Meng-Hua
The Fifth Cord,1971-08-28,0.0,0.0,0.0,Luigi Bazzoni
The Den,2013-12-12,0.0,0.0,0.0,Zachary Donohue
Zero Motivation,2014-06-26,0.0,0.0,0.0,Talya Lavie
Blade on the Feather,1980-10-19,0.0,0.0,0.0,Richard Loncraine
Calling Bulldog Drummond,1951-12-14,0.0,0.0,0.0,Victor Saville
Free Samples,2012-05-20,0.0,0.0,0.0,Jay Gammill
Quicksand,2003-01-08,0.0,0.0,0.0,John Mackenzie
Jupiter Ascending,2015-02-04,176000003.0,183987723.0,1.0453847719536686,Lana Wachowski
Jupiter Ascending,2015-02-04,176000003.0,183987723.0,1.0453847719536686,Lilly Wachowski
Teenage Mutant Ninja Turtles,2014-08-07,125000000.0,477200000.0,3.8176,Jonathan Liebesman
I'll Follow You Down,2013-07-28,0.0,0.0,0.0,Richie Mehta
Death in Buenos Aires,2014-05-05,500000.0,0.0,0.0,Natalia Meta
Who the F**K Is Arthur Fogel,2013-03-22,0.0,0.0,0.0,Ron Chapman
Camouflage,2001-01-09,0.0,0.0,0.0,James Keach
Rob the Mob,2014-03-21,0.0,206909.0,0.0,Raymond De Felitta
The Hero,1966-05-06,0.0,0.0,0.0,Satyajit Ray
The Old Lady and the Pigeons,1997-06-02,0.0,0.0,0.0,Sylvain Chomet
The Reckoning,2014-08-06,0.0,0.0,0.0,John V. Soto
The Giver,2014-08-11,25000000.0,66980456.0,2.67921824,Phillip Noyce
